INFO - 
Starting ScanRemoteFileInclusion scan
INFO - 	No forms found on http://192.168.232.135:80/mutillidae/. Skipping...
INFO - 	Testing payload: HTTPS://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
INFO - 	Testing payload: htTps://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
INFO - 	Testing payload: httPs://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
INFO - 	Testing payload: httpS://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
INFO - 	Testing payload: www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
INFO - 	No remote file inclusion vulnerability found in forms at: http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	Testing payload: http://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	Testing payload: HTTP://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	Testing payload: htTp://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	Testing payload: httP://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	Testing payload: https://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	Testing payload: HTTPS://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	Testing payload: htTps://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	Testing payload: httPs://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	Testing payload: httpS://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	Testing payload: www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	Testing payload: http://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	Testing payload: HTTP://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	Testing payload: htTp://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	Testing payload: httP://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	Testing payload: https://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	Testing payload: HTTPS://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	Testing payload: htTps://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	Testing payload: httPs://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	Testing payload: httpS://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	Testing payload: www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	No remote file inclusion vulnerability found in forms at: http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php
INFO - 	No forms found on http://192.168.232.135:80/mutillidae/webservices/soap/ws-user-account.php. Skipping...
INFO - 	No forms found on http://192.168.232.135:80/mutillidae/webservices/rest/ws-user-account.php. Skipping...
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	Testing payload: http://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	Testing payload: HTTP://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	Testing payload: htTp://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	Testing payload: httP://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	Testing payload: https://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	Testing payload: HTTPS://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	Testing payload: htTps://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	Testing payload: httPs://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	Testing payload: httpS://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	Testing payload: www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	Testing payload: http://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	Testing payload: HTTP://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	Testing payload: htTp://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	Testing payload: httP://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	Testing payload: https://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	Testing payload: HTTPS://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	Testing payload: htTps://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	Testing payload: httPs://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	Testing payload: httpS://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	Testing payload: www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	No remote file inclusion vulnerability found in forms at: http://192.168.232.135:80/mutillidae/index.php?page=add-to-your-blog.php
INFO - 	No forms found on http://192.168.232.135:80/mutillidae/index.php?page=browser-info.php. Skipping...
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	Testing payload: http://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	Testing payload: HTTP://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	Testing payload: htTp://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	Testing payload: httP://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	Testing payload: https://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	Testing payload: HTTPS://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	Testing payload: htTps://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	Testing payload: httPs://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	Testing payload: httpS://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	Testing payload: www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	Testing payload: http://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	Testing payload: HTTP://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	Testing payload: htTp://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	Testing payload: httP://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	Testing payload: https://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	Testing payload: HTTPS://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	Testing payload: htTps://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	Testing payload: httPs://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	Testing payload: httpS://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	Testing payload: www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	No remote file inclusion vulnerability found in forms at: http://192.168.232.135:80/mutillidae/index.php?page=dns-lookup.php
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=text-file-viewer.php
INFO - 	Testing payload: http://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=text-file-viewer.php
WARNING - Remote file inclusion vulnerability found at: http://192.168.232.135:80/mutillidae/index.php?page=text-file-viewer.php with payload: http://www.google.com/
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=user-info-xpath.php
INFO - 	Testing payload: http://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=user-info-xpath.php
WARNING - Remote file inclusion vulnerability found at: http://192.168.232.135:80/mutillidae/index.php?page=user-info-xpath.php with payload: http://www.google.com/
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	Testing payload: http://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	Testing payload: HTTP://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	Testing payload: htTp://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	Testing payload: httP://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	Testing payload: https://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	Testing payload: HTTPS://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	Testing payload: htTps://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	Testing payload: httPs://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	Testing payload: httpS://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	Testing payload: www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	Testing payload: http://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	Testing payload: HTTP://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	Testing payload: htTp://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	Testing payload: httP://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	Testing payload: https://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	Testing payload: HTTPS://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	Testing payload: htTps://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	Testing payload: httPs://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	Testing payload: httpS://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	Testing payload: www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	No remote file inclusion vulnerability found in forms at: http://192.168.232.135:80/mutillidae/index.php?page=set-background-color.php
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=html5-storage.php
INFO - 	Testing payload: http://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=html5-storage.php
INFO - 	Testing payload: HTTP://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=html5-storage.php
INFO - 	Testing payload: htTp://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=html5-storage.php
INFO - 	Testing payload: httP://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=html5-storage.php
INFO - 	Testing payload: https://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=html5-storage.php
INFO - 	Testing payload: HTTPS://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=html5-storage.php
INFO - 	Testing payload: htTps://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=html5-storage.php
INFO - 	Testing payload: httPs://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=html5-storage.php
INFO - 	Testing payload: httpS://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=html5-storage.php
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=html5-storage.php
INFO - 	Testing payload: www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=html5-storage.php
INFO - 	Testing payload: http://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=html5-storage.php
INFO - 	Testing payload: HTTP://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=html5-storage.php
INFO - 	Testing payload: htTp://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=html5-storage.php
INFO - 	Testing payload: httP://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=html5-storage.php
